,tendencia,explicación,url,media,time,suceso
869,Chacarita,Porque empató con Chicago en la #PrimeraNacional,https://t.co/JszfiQw4t5,https://pbs.twimg.com/media/ExxB0ZVW8AUv9f0.jpg,30/03/2021 23:59:51,deportivo
870,CocoSily,Por sus dichos hacia Fernando Iglesias en #FuerteAlMedio,https://t.co/qbdgG4TmG7,https://pbs.twimg.com/ext_tw_video_thumb/1377046797940621315/pu/img/YF0MQh305OaPTxOR.jpg,30/03/2021 23:55:24,mediático
871,MIPAÍS,Por el tweet de @Louis_Tomlinson sobre Sergio Agüero,https://t.co/hAEifyh7EH,https://pbs.twimg.com/media/ExwpqImWQAEYZ7T.png,30/03/2021 22:14:18,mediático
872,Foucault,Porque Guy Sorman lo acusó de abusar sexualmente de niños,https://t.co/p0r7j5xnTr,https://pbs.twimg.com/media/ExwYAMqXMAAFSpY.jpg,30/03/2021 20:57:10,aislado
873,Mendoza,Por la propuesta de una consulta popular no vinculante para que los ciudadanos de esa provincia opten entre 'ser argentino' o 'dejar de serlo',https://t.co/gfo1EiGZQD,https://pbs.twimg.com/media/ExwK_8wWQAYz7MR.jpg,30/03/2021 20:00:21,aislado
874,CinthiaFernández,Por sus declaraciones en #LAM sobre Matías Defederico,https://t.co/1aZ4j0E3T6,https://pbs.twimg.com/ext_tw_video_thumb/1376975799388143616/pu/img/Tth95NijHbL_3z-s.jpg,30/03/2021 19:14:49,mediático
875,LaBeriso,Por quienes recuerdan esa banda tras un título de #NoticieroTrece,https://t.co/77qIqIx4yr,https://pbs.twimg.com/media/ExvljfnXIAMtlnP.jpg,30/03/2021 17:16:45,mediático
876,EugenioVeppo,Porque informan que fue condenado a 9 años y 3 meses de prisión por atropellar y matar a una agente de tránsito,https://t.co/vBjERRPOox,https://pbs.twimg.com/media/Exvj9fQXAAMEclo.jpg,30/03/2021 17:09:47,político
877,AmadoBoudou,Porque informan que la Cámara Federal de Casación Penal anuló el fallo que había revocado su prisión domiciliaria y ordenó dictar una nueva resolución,https://t.co/T6OJcuUzWD,https://pbs.twimg.com/media/ExvStZ7WUAA22PS.jpg,30/03/2021 15:54:25,político
878,TheVoice,Porque Ariana Grande será jurado en ese programa,https://t.co/2LDH7lnEEZ,https://pbs.twimg.com/media/ExvOfLYWUAQbk8X.jpg,30/03/2021 15:35:59,artístico
879,Batman,Porque se cumplen 82 años desde su primera aparición,https://t.co/x2YRnE8NjQ,https://pbs.twimg.com/media/ExvGzXRXMAIkMgA.jpg,30/03/2021 15:02:23,conmemorativo
880,Pavón,Por el video que publicó @BocaJrsOficial,https://t.co/eVja7h1uk9,https://pbs.twimg.com/media/ExvvRP7WUAotYMt.jpg,30/03/2021 14:46:54,mediático
881,Ramirazo,Porque se cumplen 7 años desde que Ramiro Funes Mori convirtió el gol para la victoria de River ante Boca en el #TorneoFinal2014,https://t.co/u5ZTEZjfh4,https://pbs.twimg.com/ext_tw_video_thumb/1235338150593073152/pu/img/Pa1-ph9UKhF5MBHQ.jpg,30/03/2021 14:40:37,conmemorativo
882,FelipeMelo,Por el tweet que publicó @mileportella,https://t.co/OxaoUYKw1F,https://pbs.twimg.com/media/ExvARsfWQAAG_1M.jpg,30/03/2021 14:33:53,deportivo
883,INTA,Por su manual con recomendaciones para el uso del lenguaje inclusivo,https://t.co/gGqhe8uX1g,https://pbs.twimg.com/media/Exu-KWvW8AU-bXy.jpg,30/03/2021 14:24:40,político
884,CarlosBianco,Porque anunció nuevas medidas contra el #COVID19 para la provincia de Buenos Aires,https://t.co/oc0OF5S12F,https://pbs.twimg.com/ext_tw_video_thumb/1376900641952575493/pu/img/poLZpk4EZCrp2n6p.jpg,30/03/2021 14:14:54,covid
885,JuanRosas,Porque se cumplen 228 años desde su nacimiento,https://t.co/krrmTGgn7m,https://pbs.twimg.com/media/EwcrO46W8AYfD_W.jpg,30/03/2021 13:48:25,conmemorativo
886,Etiopía,Por un informe de Infobae sobre los argentinos que se encuentran en el exterior por turismo,https://t.co/oWS4BL9zii,https://pbs.twimg.com/media/Exu1axrWUAgNP3a.jpg,30/03/2021 13:46:26,covid
887,SiempreBoca,Por la frase de Alex Caniggia en #MasterChefArgentina,https://t.co/AP23Eq6wQ8,https://pbs.twimg.com/ext_tw_video_thumb/1376721300287336451/pu/img/IzZdIRTGd-uhRmM0.jpg,30/03/2021 2:22:49,mediático
888,Ciclón,Porque San Lorenzo venció a Estudiantes en la #CopaDeLaLiga,https://t.co/v5dYQFbPGV,https://pbs.twimg.com/media/Exr5HF5WEAkKWDx.jpg,30/03/2021 0:03:43,deportivo
889,Busqued,Porque informan que falleció a sus 50 años,https://t.co/aMN32MG7FK,https://pbs.twimg.com/media/ExrtN55WUAIBlgq.jpg,29/03/2021 23:11:45,trágico
890,Manaos,"Porque Argentina detectó casos de las variantes de SARS-CoV-2 del Reino Unido, Manaos, Río de Janeiro y California en personas que no viajaron al exterior ni tuvieron contacto estrecho con personas que lo hayan hecho",https://t.co/4GR4Wzg9TX,https://pbs.twimg.com/media/ExrilaRXMAgcrKW.png,29/03/2021 22:25:17,covid
891,Havanna,Por el tweet que publicó @nadinafornara,https://t.co/NwUDNfrluH,https://pbs.twimg.com/media/Exq8Bj9XAAIZUCW.jpg,29/03/2021 19:36:49,aislado
892,MartínSoria,Porque asumió como ministro de Justicia,https://t.co/JnhnaBcXDH,https://pbs.twimg.com/media/Exq71viWEAMOvwb.jpg,29/03/2021 19:36:01,político
893,Agüero,Porque anunció que deja el Manchester City a final de temporada,https://t.co/trxEnVaM8n,https://pbs.twimg.com/media/Exq42YPWEAEhnYA.jpg,29/03/2021 19:22:58,deportivo
894,SIEMPREYO,Por la nueva serie que anunció #DisneyPlus,https://t.co/Pa7OfPJnRg,https://pbs.twimg.com/media/Exqu4FbXEAAYcq4.jpg,29/03/2021 18:39:23,artístico
895,MaxiLópez,Por el video que publicó en Instagram,https://t.co/SXfxcn6c5b,https://pbs.twimg.com/ext_tw_video_thumb/1376603998371917835/pu/img/n3-FKruKMHkx0-rY.jpg,29/03/2021 18:36:03,aislado
896,ElCalafate,Porque informan que la Justicia investiga el envío de 60 dosis de #SputnikV en un vuelo comercial de Aerolíneas Argentinas a esa ciudad,https://t.co/QgSDAeQAGD,https://pbs.twimg.com/media/ExqOY3oWUAEXiQT.jpg,29/03/2021 16:17:26,covid
897,Hayden,Porque se confirmó el elenco para la serie #ObiWanKenobi de #DisneyPlus,https://t.co/UynL1fjKG5,https://pbs.twimg.com/media/ExqE7mcW8AE4RrU.jpg,29/03/2021 15:36:07,artístico
898,Otro29,Por quienes cuentan que pasarán otro día 29 sin comer ñoquis ⓘ Tweet válido para todos los días 29 que quedan hasta el 29/12/2029 inclusive,https://t.co/rMgvJU4BHU,https://pbs.twimg.com/media/ExqDaxkXMAA4LPN.jpg,29/03/2021 15:29:30,aislado
899,SputnikLight,Porque informan que el Ministerio de Salud de Rusia recibió la documentación para el registro de una vacuna de dosis única contra el #COVID19,https://t.co/WBJU4EIbEK,https://pbs.twimg.com/media/Exp5INlWQAUI-Ef.jpg,29/03/2021 14:44:33,covid
900,HoracioPagani,Porque informan que dio positivo de #COVID19 y fue hospitalizado por precaución,https://t.co/LDNK6do1IP,https://pbs.twimg.com/media/ExpunlpWQAIm6G9.jpg,29/03/2021 13:58:38,covid
901,EverGiven,Porque informan que fue liberado el barco que bloqueaba el Canal de Suez,https://t.co/sTzMtd4h7L,https://pbs.twimg.com/media/ExpsQEOWQAQw33F.jpg,29/03/2021 13:48:17,aislado
902,Ademys,Porque anunció un paro total de actividades ante la muerte de un docente por #COVID19,https://t.co/iqdE2eK0MH,https://pbs.twimg.com/media/Exphgw8WUAI4c0s.jpg,29/03/2021 13:01:22,covid
903,VillaLugano,Porque informan que un docente de la Escuela Técnica N°13 falleció por #COVID19,https://t.co/qauDZNzHFS,https://pbs.twimg.com/media/ExphLERXAAkLqdp.jpg,29/03/2021 12:59:53,covid
904,Japón,Porque venció a la Selección Argentina #Sub23 en un partido amistoso,https://t.co/bfiAO6PkA9,https://pbs.twimg.com/media/ExpckN3XMAss4iD.jpg,29/03/2021 12:39:45,deportivo
905,SofíaSarkany,Porque informan que falleció a sus 31 años,https://t.co/Cg5cDNnyj7,https://pbs.twimg.com/media/ExpcLiPWEAEw4WQ.jpg,29/03/2021 12:38:04,trágico
906,Sosa,Por el penal que le atajó a Sebastián Villa en la #CopaDeLaLiga,https://t.co/VRjEURJcKI,https://pbs.twimg.com/media/ExnLFDjWYAALB0P.jpg,29/03/2021 2:05:53,deportivo
907,Independiente,Porque empató con Boca en la #CopaDeLaLiga,https://t.co/yZoHAq1lK0,https://pbs.twimg.com/media/ExnJxWtXAAMr1-H.jpg,29/03/2021 1:58:24,deportivo
908,SantiagoCafiero,Porque anunció nuevas medidas contra el #COVID19,https://t.co/URGEfxE7uy,https://pbs.twimg.com/media/Exm877hXEAMW6t-.png,29/03/2021 1:02:19,covid
909,Racing,Porque igualó con River en la #CopaDeLaLiga,https://t.co/b4VUllXn9u,https://pbs.twimg.com/media/ExmoX5DXEAA2p1C.jpg,28/03/2021 23:32:29,deportivo
910,Talleres,Porque empató con Godoy Cruz en la #CopaDeLaLiga,https://t.co/MTG8zpvpQR,https://pbs.twimg.com/media/ExlrawAWEA0jlep.jpg,28/03/2021 19:06:10,deportivo
911,Cingolani,Por el comentario que hizo en #AbranCancha,https://t.co/iG3Y3HeDBR,https://pbs.twimg.com/ext_tw_video_thumb/1376248664180584450/pu/img/3j5CExW9np8jgq-n.jpg,28/03/2021 19:04:21,mediático
912,Azzaro,Por el cruce de @FlavioAzzaro con @FerIglesias,https://t.co/BcbSIZwmbJ,https://pbs.twimg.com/media/Exln5TzWQAAuKgR.jpg,28/03/2021 18:50:47,mediático
913,Werner,Porque ganó el #TCenSanNicolas,https://t.co/xxHCTCAWKz,https://pbs.twimg.com/media/ExlPlVtWgAIC820.jpg,28/03/2021 17:04:33,deportivo
914,Hamilton,Porque ganó el #BahrainGP,https://t.co/3EXfCsCUzB,https://pbs.twimg.com/media/ExlKx-7XEAM2WAz.jpg,28/03/2021 16:43:34,deportivo
915,Verbitsky,Porque habló con Alberto Fernández en #ElCoheteALaLunaRadio,https://t.co/pTjdFLsMJh,https://pbs.twimg.com/ext_tw_video_thumb/1376195842911182855/pu/img/c4hal6oA8VvNebrJ.jpg,28/03/2021 15:34:00,político
916,COVAX,Porque Argentina recibió 218 mil dosis de la vacuna de Oxford/AstraZeneca adquiridas mediante ese mecanismo,https://t.co/0ZKRiM77nQ,https://pbs.twimg.com/media/Exk3utpXMAQUZ52.jpg,28/03/2021 15:20:20,covid
917,Karakachoff,Por las declaraciones de Máximo Kirchner en la sesión de Diputados,https://t.co/AfnYeM8UCB,https://pbs.twimg.com/ext_tw_video_thumb/1376177712017072130/pu/img/HxqF1xOAyLggfB_C.jpg,28/03/2021 14:21:58,político
918,Ganancias,Porque la Cámara de Diputados aprobó el proyecto de ley que modifica el Impuesto a las Ganancias,https://t.co/7Y25nV9FFg,https://pbs.twimg.com/media/Exki6bgWgAcZkFg.jpg,28/03/2021 13:49:23,político
919,Vivero,Por la denuncia de @FerIglesias,https://t.co/rJLSBc7vJj,https://pbs.twimg.com/media/Exki1j6WgAE2deU.jpg,28/03/2021 13:49:03,mediático
920,MiltonGiménez,Por su gol para el empate de Central Córdoba ante Rosario Central,https://t.co/hMcbwR3MLA,https://pbs.twimg.com/media/Exh__EzXIAEMkvR.jpg,28/03/2021 2:08:28,deportivo
921,CentralCórdoba,Porque empató con Rosario Central en la #CopaDeLaLiga,https://t.co/1XmuJcq8J8,https://pbs.twimg.com/media/ExiCLB7W8AEFibD.jpg,28/03/2021 2:07:06,deportivo
922,SergioRapisarda,Porque ganó las elecciones y seguirá siendo el presidente de Vélez,https://t.co/UWG6lZnS6o,https://pbs.twimg.com/media/Exh0nPpWgAEXh4x.jpg,28/03/2021 1:07:51,deportivo
923,Belgrano,Porque venció a Estudiantes en la #PrimeraNacional,https://t.co/BkOWKzBf8n,https://pbs.twimg.com/media/ExhpRGDW8AMNrGM.jpg,28/03/2021 0:18:17,deportivo
924,AAAJ,Por su victoria ante Arsenal en la #CopaDeLaLiga,https://t.co/syJi7OZGgE,https://pbs.twimg.com/media/ExhebHDWUAAWwwU.jpg,27/03/2021 23:30:55,deportivo
925,Nets,Porque informan que LaMarcus Aldridge jugará en Brooklyn Nets,https://t.co/7fCb1Xsk0K,https://pbs.twimg.com/media/ExhTJoYW8AEU0SR.jpg,27/03/2021 22:41:39,deportivo
926,AllBoys,Porque venció a Ferro en la #PrimeraNacional,https://t.co/IbL0kdG81X,https://pbs.twimg.com/media/ExhLjomWQAA5Zu3.jpg,27/03/2021 22:08:29,deportivo
927,Cristiano,Por el gol que no le cobraron en el final del partido ante Serbia,https://t.co/IX35ZSKic4,https://pbs.twimg.com/media/ExhHVkaW8AEzBm8.jpg,27/03/2021 21:50:04,deportivo
928,Serbia,Porque igualó con Portugal en las #WCQ2022,https://t.co/GmPFSY63Wd,https://pbs.twimg.com/media/ExhGt3RWEAYO04b.jpg,27/03/2021 21:47:20,deportivo
929,Frade,Por su reclamo a Sergio Massa en la sesión de Diputados,https://t.co/9b1r0Zkz6l,https://pbs.twimg.com/ext_tw_video_thumb/1375926870500315141/pu/img/uMbktYMpk5jjrEzn.jpg,27/03/2021 21:45:43,político
930,Galoppo,Por su gol para el empate de Banfield ante Aldosivi,https://t.co/f9PeqXCYfs,https://pbs.twimg.com/media/Exg9lInXIAMnLxA.jpg,27/03/2021 21:15:57,deportivo
931,Aldosivi,Porque empató con Banfield en la #CopaDeLaLiga,https://t.co/9qmiPE9jmU,https://pbs.twimg.com/media/Exg_HQzWEAAylAV.jpg,27/03/2021 21:14:07,deportivo
932,FernandoIglesias,Por su cruce con Sergio Massa en la sesión de Diputados,https://t.co/FQC7qXnsdc,https://pbs.twimg.com/ext_tw_video_thumb/1375910345638838275/pu/img/HMFEEJGajXXfdeTB.jpg,27/03/2021 20:39:58,político
933,Bnet,Porque se consagró campeón de la #FMSEspaña,https://t.co/DhYf2Z3QUF,https://pbs.twimg.com/media/ExgpzneWUAAwWw1.jpg,27/03/2021 19:41:01,deportivo
934,Colón,Porque venció a Platense en la #CopaDeLaLiga,https://t.co/o7eaVpYidd,https://pbs.twimg.com/media/Exggx6qWYAcB6Y5.jpg,27/03/2021 19:01:35,deportivo
935,DragonBall,Por la respuesta de Alfred Costa a la solicitud para que vuelva a emitirse en la televisión pública de la Comunidad Valenciana,https://t.co/QvodjjrLcy,https://pbs.twimg.com/media/ExggZTcXEAQxgtT.jpg,27/03/2021 18:59:54,aislado
936,QuentinTarantino,Porque cumple 58 años,https://t.co/V3towT9iZe,https://pbs.twimg.com/media/Exf9qFdWQAkOW9R.jpg,27/03/2021 16:28:08,conmemorativo
937,Verstappen,Porque consiguió la pole position en el #BahrainGP,https://t.co/FKGN69pTvt,https://pbs.twimg.com/media/Exf7zUoWUAUpw1p.jpg,27/03/2021 16:20:01,deportivo
938,CaboHornos,Por el error en un artículo de La Nación,https://t.co/wknnZrjVJ2,https://pbs.twimg.com/media/Exfke24WgAcmHox.jpg,27/03/2021 14:38:08,mediático
939,Xuxa,Porque propuso usar presos para experimentos,https://t.co/bdGJFuXX8G,https://pbs.twimg.com/ext_tw_video_thumb/1375808660115484672/pu/img/GXrWm7OiIxlbN6PJ.jpg,27/03/2021 13:55:38,mediático
940,Horangel,Porque informan que falleció a sus 93 años,https://t.co/G6dt7kPKmx,https://pbs.twimg.com/media/ExcaGEoXEAM5tCS.jpg,26/03/2021 23:53:54,trágico
941,Gremio,Porque informan que Rafael Santos Borré aceptó la oferta para jugar en ese club,https://t.co/FonuQrjZpB,https://pbs.twimg.com/media/EmJWNDNXYAYz6-0.jpg,26/03/2021 23:14:12,deportivo
942,Alquiler,Por la pregunta sobre este audio,https://t.co/8PW5MXjIi6,https://pbs.twimg.com/ext_tw_video_thumb/1375570108467265539/pu/img/_nF0te4sc6RJnUwh.jpg,26/03/2021 22:07:27,aislado
943,Casi13,Porque Argentina registró 12.936 casos nuevos de #COVID19 en las últimas 24 horas,https://t.co/Bz3xh1YbZP,https://pbs.twimg.com/media/Exb0u0_WgAAPKYr.jpg,26/03/2021 21:10:39,covid
944,Gorillaz,Porque se cumplen 20 años desde que lanzó su primer álbum #Gorillaz,https://t.co/JA4ZrDZ011,https://geels.net/wp-content/uploads/2020/10/ccelebritiesgorillaz-review-880x646.jpg,26/03/2021 19:23:24,conmemorativo
945,ElSalud,Porque acordó diferir tres meses la aplicación de la segunda dosis de vacunas contra el #COVID19,https://t.co/TD5JLvTQGo,https://www.argentina.gob.ar/sites/default/files/styles/jumbotron/public/26-03-21_cofesa_0.jpg?itok=tQE3MMMt,26/03/2021 19:14:46,covid
946,JuanCarr,Por las declaraciones de Mauricio Macri en #Contrafuego,https://t.co/rcMN5247JO,https://pbs.twimg.com/ext_tw_video_thumb/1375497989498793986/pu/img/sTsEl0b_dskRoX9d.jpg,26/03/2021 17:20:56,mediático
947,Fontevecchia,Por los comentarios sobre la nueva tapa de la Revista Noticias,https://t.co/lR1POGAyDd,https://pbs.twimg.com/media/Exa8XfCXAAUsGwl.jpg,26/03/2021 17:04:24,mediático
948,MARTIB700K,Porque @martibenza superó los 700 mil suscriptores en YouTube,https://t.co/MxZZaA66wx,https://pbs.twimg.com/media/Exa7DcPXMAIJ3kJ.jpg,26/03/2021 16:58:39,aislado
949,LacallePou,Por sus declaraciones y las de Alberto Fernández en la reunión del #MERCOSUR,https://t.co/K9bEo4PqcE,https://pbs.twimg.com/ext_tw_video_thumb/1375490085949423629/pu/img/CtFxV8TYBrXdxSZd.jpg,26/03/2021 16:50:01,político
950,Roffo,Porque informan que rescindirá su contrato con Boca y será arquero de Tigre,https://t.co/iW12KWM7dz,https://pbs.twimg.com/media/Exa4-pHW8AgQmKk.jpg,26/03/2021 16:49:36,deportivo
951,TheSuicideSquad,Por el nuevo trailer de esa película,https://t.co/NZ1nV6naSR,https://pbs.twimg.com/media/Exa0w2kWUAQ3-mu.jpg,26/03/2021 16:41:40,artístico
952,COVAX,Porque informan que el domingo Argentina recibirá 218 mil vacunas de Oxford/AstraZeneca adquiridas a través de ese mecanismo,https://t.co/kSA5NZV54H,https://pbs.twimg.com/media/ExaTfv8WgAIXqcQ.jpg,26/03/2021 14:05:50,covid
953,MERCOSUR,Porque se cumplen 30 años desde su creación,https://t.co/oSCpmdskwN,https://pbs.twimg.com/media/ExaNMHjXEAAUt1u.jpg,26/03/2021 13:38:16,conmemorativo
954,Maldonado,Porque Sergio Maldonado instaló un busto de Santiago Maldonado en Plaza de Mayo e informan que fue retirado,https://t.co/4w958QZe4F,https://pbs.twimg.com/media/ExaMV0SXAAMSmyW.jpg,26/03/2021 13:34:35,aislado
955,Gaich,Porque convirtió el gol para la victoria de la Selección Argentina #Sub23 ante Japón en un amistoso,https://t.co/ccqeHjsfwW,https://pbs.twimg.com/media/ExZhZjjXEAEAULD.jpg,26/03/2021 13:25:13,deportivo
956,ChileMéxico,"Porque Argentina suspenderá los vuelos provenientes de Brasil, Chile y México desde el sábado",https://t.co/bMuLfzNM33,https://pbs.twimg.com/media/EwZnSBbWUAMOAlO.jpg,26/03/2021 0:23:23,deportivo
957,Defensa,Porque venció a San Lorenzo y avanzó a octavos de la #CopaArgentina,https://t.co/6LqbrZaLaz,https://pbs.twimg.com/media/ExXTrb3XEAExvUN.jpg,26/03/2021 0:07:46,deportivo
958,LaPequeñaSemilla,Por el nuevo álbum de Alba Reche,https://t.co/DiYPjyNCE1,https://www.popelera.net/wp-content/uploads/2021/02/alba-reche-semilla.jpg,25/03/2021 23:29:00,artístico
959,Sinopharm,Porque la ANMAT recomendó al Ministerio de Salud autorizar el uso de emergencia de su vacuna contra el #COVID19 en personas mayores de 60 años,https://t.co/xr1CoeyqPd,https://pbs.twimg.com/media/EteVsNaXcAIX7A7.jpg,25/03/2021 20:29:53,covid
960,JessicaWalter,Porque informan que falleció a sus 80 años,https://t.co/lRWqqTW2ws,https://pbs.twimg.com/media/ExWeK9fUUAItEeq.jpg,25/03/2021 20:13:59,trágico
961,Suez,Por el buque encallado que bloquea la navegación por el Canal de Suez,https://t.co/dZVe8byki6,https://pbs.twimg.com/media/ExWdpA2XEAQuYBL.jpg,25/03/2021 20:11:40,aislado
962,Oladipo,Porque informan que jugará en Miami Heat,https://t.co/U28tRMr6jw,https://pbs.twimg.com/media/ExWdhwTXAAIpU1x.jpg,25/03/2021 20:11:10,deportivo
963,Rondo,Porque informan que será jugador de LA Clippers,https://t.co/OEHft9SyQC,https://pbs.twimg.com/media/ExWW-_YWgAMmA1A.jpg,25/03/2021 19:42:35,deportivo
964,EltonJohn,Porque cumple 74 años,https://t.co/Axeo0C8wIi,https://pbs.twimg.com/media/ExWLWZ_XIAoHfWc.jpg,25/03/2021 18:51:45,conmemorativo
965,SantiagoSilva,Porque informan que hoy será habilitado para volver a jugar al fútbol profesionalmente,https://t.co/nxtxxkEwxY,https://pbs.twimg.com/media/ExWKXqWWUAITeFA.jpg,25/03/2021 18:47:28,deportivo
966,AaronGordon,Porque informan que será jugador de Denver Nuggets,https://t.co/OX7vLsWI0n,https://pbs.twimg.com/media/ExV6bqsWgAIcnrJ.jpg,25/03/2021 17:37:50,deportivo
967,Fournier,Porque informan que será jugador de Boston Celtics,https://t.co/5AVKvri5dw,https://pbs.twimg.com/media/ExVp0-5WEAUbieO.jpg,25/03/2021 16:25:18,deportivo
968,Vucevic,Porque informan que será jugador de Chicago Bulls,https://t.co/GmU6ZxsnDY,https://pbs.twimg.com/media/ExVkYIRXMAEKxXO.jpg,25/03/2021 16:01:29,deportivo
969,SiPerón,Porque Mauricio Macri aseguró en #LanataSinFiltro que hoy Juan Domingo Perón se anotaría en Juntos por el Cambio,https://t.co/NuXgKJSYGN,https://pbs.twimg.com/ext_tw_video_thumb/1375094572632641541/pu/img/StYa75_CPkPkk88K.jpg,25/03/2021 14:37:57,mediático
970,SilvioRomero,Porque informan que dio positivo de #COVID19 en un test rápido y se realizará un estudio PCR para confirmar el diagnóstico,https://t.co/AnHayIereX,https://pbs.twimg.com/media/ExVIqnXWgAYtsz3.jpg,25/03/2021 14:00:24,covid
971,Walmart,Por su acusación contra el sindicato de Camioneros,https://t.co/O0Da3I8LHf,https://pbs.twimg.com/media/ExVHP8KWUAIdqq4.jpg,25/03/2021 13:54:13,político
972,RodolfoWalsh,Porque se cumplen 44 años desde su asesinato,https://t.co/rlb13Hr8NM,https://pbs.twimg.com/media/ErS6QY1XIAEbAGg.jpg,25/03/2021 13:53:53,conmemorativo
973,Racing118,Porque Racing Club cumple 118 años,https://t.co/xWDxbtc1d6,https://pbs.twimg.com/media/ExVHEFfXIAsZpqS.jpg,25/03/2021 13:53:24,conmemorativo
974,Doman,Porque contó que viajó a Miami para vacunarse contra el #COVID19,https://t.co/4qbeW7VOnq,https://pbs.twimg.com/ext_tw_video_thumb/1374923196114276355/pu/img/FgaHTsAtQBstBQUU.jpg,25/03/2021 3:19:32,covid
975,VamosBoca,Porque venció a Defensores de Belgrano y avanzó a octavos de la #CopaArgentina,https://t.co/MzWAl7pYRu,https://pbs.twimg.com/media/ExSXWqqWYAAT-0i.jpg,25/03/2021 1:05:43,deportivo
976,Maléfica,Por la respuesta de Patricia Bullrich a Cristina Kirchner,https://t.co/nqOzqqXsLO,https://pbs.twimg.com/ext_tw_video_thumb/1374873667440500738/pu/img/gSbKZd9W8H_hU2MD.jpg,25/03/2021 0:01:06,mediático
977,Portugal,Por su victoria ante Azerbaiyán en las #WCQ2022,https://t.co/8Ee0at9Dte,https://pbs.twimg.com/media/ExRu5euXIAQIZwf.jpg,24/03/2021 22:08:58,deportivo
